; Temporary Flags
; These temporary flags are are cleared every time a map is loaded. They are used
; for things like shortening an NPCs introduction text if the player already spoke
; to them once.
0x000	TEMP_FLAGS_START
0x4E3	FLAG_UNUSED_0x4E3 ; Unused Flag
0x4E4	FLAG_UNUSED_0x4E4 ; Unused Flag
0x4E5	FLAG_UNUSED_0x4E5 ; Unused Flag
0x4E6	FLAG_UNUSED_0x4E6 ; Unused Flag
0x4E7	FLAG_UNUSED_0x4E7 ; Unused Flag
0x4E8	FLAG_UNUSED_0x4E8 ; Unused Flag
0x4E9	FLAG_UNUSED_0x4E9 ; Unused Flag
0x4EA	FLAG_UNUSED_0x4EA ; Unused Flag
0x4EB	FLAG_UNUSED_0x4EB ; Unused Flag
0x4EC	FLAG_UNUSED_0x4EC ; Unused Flag
0x4ED	FLAG_UNUSED_0x4ED ; Unused Flag
0x4EE	FLAG_UNUSED_0x4EE ; Unused Flag
0x4EF	FLAG_UNUSED_0x4EF ; Unused Flag

0x4F0	FLAG_DEFEATED_RUSTBORO_GYM
0x4F1	FLAG_DEFEATED_DEWFORD_GYM
0x4F2	FLAG_DEFEATED_MAUVILLE_GYM
0x4F3	FLAG_DEFEATED_LAVARIDGE_GYM
0x4F4	FLAG_DEFEATED_PETALBURG_GYM
0x4F5	FLAG_DEFEATED_FORTREE_GYM
0x4F6	FLAG_DEFEATED_MOSSDEEP_GYM
0x4F7	FLAG_DEFEATED_SOOTOPOLIS_GYM
0x4F8	FLAG_DEFEATED_METEOR_FALLS_STEVEN

0x4F9	FLAG_UNUSED_0x4F9 ; Unused Flag
0x4FA	FLAG_UNUSED_0x4FA ; Unused Flag

0x4FB	FLAG_DEFEATED_ELITE_4_SIDNEY
0x4FC	FLAG_DEFEATED_ELITE_4_PHOEBE
0x4FD	FLAG_DEFEATED_ELITE_4_GLACIA
0x4FE	FLAG_DEFEATED_ELITE_4_DRAKE

0x4FF	FLAG_UNUSED_0x4FF ; Unused Flag

; Trainer Flags
; Trainer flags occupy 	0x500 - 0x85F, the last 9 of which are unused
; See constants/opponents.h. The values there + FLAG_TRAINER_FLAG_START are the flag IDs

0x500	TRAINER_FLAGS_START

0x500	TRAINER_NONE
0x501	TRAINER_SAWYER_1
0x502	TRAINER_GRUNT_AQUA_HIDEOUT_1
0x503	TRAINER_GRUNT_AQUA_HIDEOUT_2
0x504	TRAINER_GRUNT_AQUA_HIDEOUT_3
0x505	TRAINER_GRUNT_AQUA_HIDEOUT_4
0x506	TRAINER_GRUNT_SEAFLOOR_CAVERN_1
0x507	TRAINER_GRUNT_SEAFLOOR_CAVERN_2
0x508	TRAINER_GRUNT_SEAFLOOR_CAVERN_3
0x509	TRAINER_GABRIELLE_1
0x50A	TRAINER_GRUNT_PETALBURG_WOODS
0x50B	TRAINER_MARCEL
0x50C	TRAINER_ALBERTO
0x50D	TRAINER_ED
0x50E	TRAINER_GRUNT_SEAFLOOR_CAVERN_4
0x50F	TRAINER_DECLAN
0x510	TRAINER_GRUNT_RUSTURF_TUNNEL
0x511	TRAINER_GRUNT_WEATHER_INST_1
0x512	TRAINER_GRUNT_WEATHER_INST_2
0x513	TRAINER_GRUNT_WEATHER_INST_3
0x514	TRAINER_GRUNT_MUSEUM_1
0x515	TRAINER_GRUNT_MUSEUM_2
0x516	TRAINER_GRUNT_SPACE_CENTER_1
0x517	TRAINER_GRUNT_MT_PYRE_1
0x518	TRAINER_GRUNT_MT_PYRE_2
0x519	TRAINER_GRUNT_MT_PYRE_3
0x51A	TRAINER_GRUNT_WEATHER_INST_4
0x51B	TRAINER_GRUNT_AQUA_HIDEOUT_5
0x51C	TRAINER_GRUNT_AQUA_HIDEOUT_6
0x51D	TRAINER_FREDRICK
0x51E	TRAINER_MATT
0x51F	TRAINER_ZANDER
0x520	TRAINER_SHELLY_WEATHER_INSTITUTE
0x521	TRAINER_SHELLY_SEAFLOOR_CAVERN
0x522	TRAINER_ARCHIE
0x523	TRAINER_LEAH
0x524	TRAINER_DAISY
0x525	TRAINER_ROSE_1
0x526	TRAINER_FELIX
0x527	TRAINER_VIOLET
0x528	TRAINER_ROSE_2
0x529	TRAINER_ROSE_3
0x52A	TRAINER_ROSE_4
0x52B	TRAINER_ROSE_5
0x52C	TRAINER_DUSTY_1
0x52D	TRAINER_CHIP
0x52E	TRAINER_FOSTER
0x52F	TRAINER_DUSTY_2
0x530	TRAINER_DUSTY_3
0x531	TRAINER_DUSTY_4
0x532	TRAINER_DUSTY_5
0x533	TRAINER_GABBY_AND_TY_1
0x534	TRAINER_GABBY_AND_TY_2
0x535	TRAINER_GABBY_AND_TY_3
0x536	TRAINER_GABBY_AND_TY_4
0x537	TRAINER_GABBY_AND_TY_5
0x538	TRAINER_GABBY_AND_TY_6
0x539	TRAINER_LOLA_1
0x53A	TRAINER_AUSTINA
0x53B	TRAINER_GWEN
0x53C	TRAINER_LOLA_2
0x53D	TRAINER_LOLA_3
0x53E	TRAINER_LOLA_4
0x53F	TRAINER_LOLA_5
0x540	TRAINER_RICKY_1
0x541	TRAINER_SIMON
0x542	TRAINER_CHARLIE
0x543	TRAINER_RICKY_2
0x544	TRAINER_RICKY_3
0x545	TRAINER_RICKY_4
0x546	TRAINER_RICKY_5
0x547	TRAINER_RANDALL
0x548	TRAINER_PARKER
0x549	TRAINER_GEORGE
0x54A	TRAINER_BERKE
0x54B	TRAINER_BRAXTON
0x54C	TRAINER_VINCENT
0x54D	TRAINER_LEROY
0x54E	TRAINER_WILTON_1
0x54F	TRAINER_EDGAR
0x550	TRAINER_ALBERT
0x551	TRAINER_SAMUEL
0x552	TRAINER_VITO
0x553	TRAINER_OWEN
0x554	TRAINER_WILTON_2
0x555	TRAINER_WILTON_3
0x556	TRAINER_WILTON_4
0x557	TRAINER_WILTON_5
0x558	TRAINER_WARREN
0x559	TRAINER_MARY
0x55A	TRAINER_ALEXIA
0x55B	TRAINER_JODY
0x55C	TRAINER_WENDY
0x55D	TRAINER_KEIRA
0x55E	TRAINER_BROOKE_1
0x55F	TRAINER_JENNIFER
0x560	TRAINER_HOPE
0x561	TRAINER_SHANNON
0x562	TRAINER_MICHELLE
0x563	TRAINER_CAROLINE
0x564	TRAINER_JULIE
0x565	TRAINER_BROOKE_2
0x566	TRAINER_BROOKE_3
0x567	TRAINER_BROOKE_4
0x568	TRAINER_BROOKE_5
0x569	TRAINER_PATRICIA
0x56A	TRAINER_KINDRA
0x56B	TRAINER_TAMMY
0x56C	TRAINER_VALERIE_1
0x56D	TRAINER_TASHA
0x56E	TRAINER_VALERIE_2
0x56F	TRAINER_VALERIE_3
0x570	TRAINER_VALERIE_4
0x571	TRAINER_VALERIE_5
0x572	TRAINER_CINDY_1
0x573	TRAINER_DAPHNE
0x574	TRAINER_GRUNT_SPACE_CENTER_2
0x575	TRAINER_CINDY_2
0x576	TRAINER_BRIANNA
0x577	TRAINER_NAOMI
0x578	TRAINER_CINDY_3
0x579	TRAINER_CINDY_4
0x57A	TRAINER_CINDY_5
0x57B	TRAINER_CINDY_6
0x57C	TRAINER_MELISSA
0x57D	TRAINER_SHEILA
0x57E	TRAINER_SHIRLEY
0x57F	TRAINER_JESSICA_1
0x580	TRAINER_CONNIE
0x581	TRAINER_BRIDGET
0x582	TRAINER_OLIVIA
0x583	TRAINER_TIFFANY
0x584	TRAINER_JESSICA_2
0x585	TRAINER_JESSICA_3
0x586	TRAINER_JESSICA_4
0x587	TRAINER_JESSICA_5
0x588	TRAINER_WINSTON_1
0x589	TRAINER_MOLLIE
0x58A	TRAINER_GARRET
0x58B	TRAINER_WINSTON_2
0x58C	TRAINER_WINSTON_3
0x58D	TRAINER_WINSTON_4
0x58E	TRAINER_WINSTON_5
0x58F	TRAINER_STEVE_1
0x590	TRAINER_THALIA_1
0x591	TRAINER_MARK
0x592	TRAINER_GRUNT_MT_CHIMNEY_1
0x593	TRAINER_STEVE_2
0x594	TRAINER_STEVE_3
0x595	TRAINER_STEVE_4
0x596	TRAINER_STEVE_5
0x597	TRAINER_LUIS
0x598	TRAINER_DOMINIK
0x599	TRAINER_DOUGLAS
0x59A	TRAINER_DARRIN
0x59B	TRAINER_TONY_1
0x59C	TRAINER_JEROME
0x59D	TRAINER_MATTHEW
0x59E	TRAINER_DAVID
0x59F	TRAINER_SPENCER
0x5A0	TRAINER_ROLAND
0x5A1	TRAINER_NOLEN
0x5A2	TRAINER_STAN
0x5A3	TRAINER_BARRY
0x5A4	TRAINER_DEAN
0x5A5	TRAINER_RODNEY
0x5A6	TRAINER_RICHARD
0x5A7	TRAINER_HERMAN
0x5A8	TRAINER_SANTIAGO
0x5A9	TRAINER_GILBERT
0x5AA	TRAINER_FRANKLIN
0x5AB	TRAINER_KEVIN
0x5AC	TRAINER_JACK
0x5AD	TRAINER_DUDLEY
0x5AE	TRAINER_CHAD
0x5AF	TRAINER_TONY_2
0x5B0	TRAINER_TONY_3
0x5B1	TRAINER_TONY_4
0x5B2	TRAINER_TONY_5
0x5B3	TRAINER_TAKAO
0x5B4	TRAINER_HITOSHI
0x5B5	TRAINER_KIYO
0x5B6	TRAINER_KOICHI
0x5B7	TRAINER_NOB_1
0x5B8	TRAINER_NOB_2
0x5B9	TRAINER_NOB_3
0x5BA	TRAINER_NOB_4
0x5BB	TRAINER_NOB_5
0x5BC	TRAINER_YUJI
0x5BD	TRAINER_DAISUKE
0x5BE	TRAINER_ATSUSHI
0x5BF	TRAINER_KIRK
0x5C0	TRAINER_GRUNT_AQUA_HIDEOUT_7
0x5C1	TRAINER_GRUNT_AQUA_HIDEOUT_8
0x5C2	TRAINER_SHAWN
0x5C3	TRAINER_FERNANDO_1
0x5C4	TRAINER_DALTON_1
0x5C5	TRAINER_DALTON_2
0x5C6	TRAINER_DALTON_3
0x5C7	TRAINER_DALTON_4
0x5C8	TRAINER_DALTON_5
0x5C9	TRAINER_COLE
0x5CA	TRAINER_JEFF
0x5CB	TRAINER_AXLE
0x5CC	TRAINER_JACE
0x5CD	TRAINER_KEEGAN
0x5CE	TRAINER_BERNIE_1
0x5CF	TRAINER_BERNIE_2
0x5D0	TRAINER_BERNIE_3
0x5D1	TRAINER_BERNIE_4
0x5D2	TRAINER_BERNIE_5
0x5D3	TRAINER_DREW
0x5D4	TRAINER_BEAU
0x5D5	TRAINER_LARRY
0x5D6	TRAINER_SHANE
0x5D7	TRAINER_JUSTIN
0x5D8	TRAINER_ETHAN_1
0x5D9	TRAINER_AUTUMN
0x5DA	TRAINER_TRAVIS
0x5DB	TRAINER_ETHAN_2
0x5DC	TRAINER_ETHAN_3
0x5DD	TRAINER_ETHAN_4
0x5DE	TRAINER_ETHAN_5
0x5DF	TRAINER_BRENT
0x5E0	TRAINER_DONALD
0x5E1	TRAINER_TAYLOR
0x5E2	TRAINER_JEFFREY_1
0x5E3	TRAINER_DEREK
0x5E4	TRAINER_JEFFREY_2
0x5E5	TRAINER_JEFFREY_3
0x5E6	TRAINER_JEFFREY_4
0x5E7	TRAINER_JEFFREY_5
0x5E8	TRAINER_EDWARD
0x5E9	TRAINER_PRESTON
0x5EA	TRAINER_VIRGIL
0x5EB	TRAINER_BLAKE
0x5EC	TRAINER_WILLIAM
0x5ED	TRAINER_JOSHUA
0x5EE	TRAINER_CAMERON_1
0x5EF	TRAINER_CAMERON_2
0x5F0	TRAINER_CAMERON_3
0x5F1	TRAINER_CAMERON_4
0x5F2	TRAINER_CAMERON_5
0x5F3	TRAINER_JACLYN
0x5F4	TRAINER_HANNAH
0x5F5	TRAINER_SAMANTHA
0x5F6	TRAINER_MAURA
0x5F7	TRAINER_KAYLA
0x5F8	TRAINER_ALEXIS
0x5F9	TRAINER_JACKI_1
0x5FA	TRAINER_JACKI_2
0x5FB	TRAINER_JACKI_3
0x5FC	TRAINER_JACKI_4
0x5FD	TRAINER_JACKI_5
0x5FE	TRAINER_WALTER_1
0x5FF	TRAINER_MICAH
0x600	TRAINER_THOMAS
0x601	TRAINER_WALTER_2
0x602	TRAINER_WALTER_3
0x603	TRAINER_WALTER_4
0x604	TRAINER_WALTER_5
0x605	TRAINER_SIDNEY
0x606	TRAINER_PHOEBE
0x607	TRAINER_GLACIA
0x608	TRAINER_DRAKE
0x609	TRAINER_ROXANNE_1
0x60A	TRAINER_BRAWLY_1
0x60B	TRAINER_WATTSON_1
0x60C	TRAINER_FLANNERY_1
0x60D	TRAINER_NORMAN_1
0x60E	TRAINER_WINONA_1
0x60F	TRAINER_TATE_AND_LIZA_1
0x610	TRAINER_JUAN_1
0x611	TRAINER_JERRY_1
0x612	TRAINER_TED
0x613	TRAINER_PAUL
0x614	TRAINER_JERRY_2
0x615	TRAINER_JERRY_3
0x616	TRAINER_JERRY_4
0x617	TRAINER_JERRY_5
0x618	TRAINER_KAREN_1
0x619	TRAINER_GEORGIA
0x61A	TRAINER_KAREN_2
0x61B	TRAINER_KAREN_3
0x61C	TRAINER_KAREN_4
0x61D	TRAINER_KAREN_5
0x61E	TRAINER_KATE_AND_JOY
0x61F	TRAINER_ANNA_AND_MEG_1
0x620	TRAINER_ANNA_AND_MEG_2
0x621	TRAINER_ANNA_AND_MEG_3
0x622	TRAINER_ANNA_AND_MEG_4
0x623	TRAINER_ANNA_AND_MEG_5
0x624	TRAINER_VICTOR
0x625	TRAINER_MIGUEL_1
0x626	TRAINER_COLTON
0x627	TRAINER_MIGUEL_2
0x628	TRAINER_MIGUEL_3
0x629	TRAINER_MIGUEL_4
0x62A	TRAINER_MIGUEL_5
0x62B	TRAINER_VICTORIA
0x62C	TRAINER_VANESSA
0x62D	TRAINER_BETHANY
0x62E	TRAINER_ISABEL_1
0x62F	TRAINER_ISABEL_2
0x630	TRAINER_ISABEL_3
0x631	TRAINER_ISABEL_4
0x632	TRAINER_ISABEL_5
0x633	TRAINER_TIMOTHY_1
0x634	TRAINER_TIMOTHY_2
0x635	TRAINER_TIMOTHY_3
0x636	TRAINER_TIMOTHY_4
0x637	TRAINER_TIMOTHY_5
0x638	TRAINER_VICKY
0x639	TRAINER_SHELBY_1
0x63A	TRAINER_SHELBY_2
0x63B	TRAINER_SHELBY_3
0x63C	TRAINER_SHELBY_4
0x63D	TRAINER_SHELBY_5
0x63E	TRAINER_CALVIN_1
0x63F	TRAINER_BILLY
0x640	TRAINER_JOSH
0x641	TRAINER_TOMMY
0x642	TRAINER_JOEY
0x643	TRAINER_BEN
0x644	TRAINER_QUINCY
0x645	TRAINER_KATELYNN
0x646	TRAINER_JAYLEN
0x647	TRAINER_DILLON
0x648	TRAINER_CALVIN_2
0x649	TRAINER_CALVIN_3
0x64A	TRAINER_CALVIN_4
0x64B	TRAINER_CALVIN_5
0x64C	TRAINER_EDDIE
0x64D	TRAINER_ALLEN
0x64E	TRAINER_TIMMY
0x64F	TRAINER_WALLACE
0x650	TRAINER_ANDREW
0x651	TRAINER_IVAN
0x652	TRAINER_CLAUDE
0x653	TRAINER_ELLIOT_1
0x654	TRAINER_NED
0x655	TRAINER_DALE
0x656	TRAINER_NOLAN
0x657	TRAINER_BARNY
0x658	TRAINER_WADE
0x659	TRAINER_CARTER
0x65A	TRAINER_ELLIOT_2
0x65B	TRAINER_ELLIOT_3
0x65C	TRAINER_ELLIOT_4
0x65D	TRAINER_ELLIOT_5
0x65E	TRAINER_RONALD
0x65F	TRAINER_JACOB
0x660	TRAINER_ANTHONY
0x661	TRAINER_BENJAMIN_1
0x662	TRAINER_BENJAMIN_2
0x663	TRAINER_BENJAMIN_3
0x664	TRAINER_BENJAMIN_4
0x665	TRAINER_BENJAMIN_5
0x666	TRAINER_ABIGAIL_1
0x667	TRAINER_JASMINE
0x668	TRAINER_ABIGAIL_2
0x669	TRAINER_ABIGAIL_3
0x66A	TRAINER_ABIGAIL_4
0x66B	TRAINER_ABIGAIL_5
0x66C	TRAINER_DYLAN_1
0x66D	TRAINER_DYLAN_2
0x66E	TRAINER_DYLAN_3
0x66F	TRAINER_DYLAN_4
0x670	TRAINER_DYLAN_5
0x671	TRAINER_MARIA_1
0x672	TRAINER_MARIA_2
0x673	TRAINER_MARIA_3
0x674	TRAINER_MARIA_4
0x675	TRAINER_MARIA_5
0x676	TRAINER_CAMDEN
0x677	TRAINER_DEMETRIUS
0x678	TRAINER_ISAIAH_1
0x679	TRAINER_PABLO_1
0x67A	TRAINER_CHASE
0x67B	TRAINER_ISAIAH_2
0x67C	TRAINER_ISAIAH_3
0x67D	TRAINER_ISAIAH_4
0x67E	TRAINER_ISAIAH_5
0x67F	TRAINER_ISOBEL
0x680	TRAINER_DONNY
0x681	TRAINER_TALIA
0x682	TRAINER_KATELYN_1
0x683	TRAINER_ALLISON
0x684	TRAINER_KATELYN_2
0x685	TRAINER_KATELYN_3
0x686	TRAINER_KATELYN_4
0x687	TRAINER_KATELYN_5
0x688	TRAINER_NICOLAS_1
0x689	TRAINER_NICOLAS_2
0x68A	TRAINER_NICOLAS_3
0x68B	TRAINER_NICOLAS_4
0x68C	TRAINER_NICOLAS_5
0x68D	TRAINER_AARON
0x68E	TRAINER_PERRY
0x68F	TRAINER_HUGH
0x690	TRAINER_PHIL
0x691	TRAINER_JARED
0x692	TRAINER_HUMBERTO
0x693	TRAINER_PRESLEY
0x694	TRAINER_EDWARDO
0x695	TRAINER_COLIN
0x696	TRAINER_ROBERT_1
0x697	TRAINER_BENNY
0x698	TRAINER_CHESTER
0x699	TRAINER_ROBERT_2
0x69A	TRAINER_ROBERT_3
0x69B	TRAINER_ROBERT_4
0x69C	TRAINER_ROBERT_5
0x69D	TRAINER_ALEX
0x69E	TRAINER_BECK
0x69F	TRAINER_YASU
0x6A0	TRAINER_TAKASHI
0x6A1	TRAINER_DIANNE
0x6A2	TRAINER_JANI
0x6A3	TRAINER_LAO_1
0x6A4	TRAINER_LUNG
0x6A5	TRAINER_LAO_2
0x6A6	TRAINER_LAO_3
0x6A7	TRAINER_LAO_4
0x6A8	TRAINER_LAO_5
0x6A9	TRAINER_JOCELYN
0x6AA	TRAINER_LAURA
0x6AB	TRAINER_CYNDY_1
0x6AC	TRAINER_CORA
0x6AD	TRAINER_PAULA
0x6AE	TRAINER_CYNDY_2
0x6AF	TRAINER_CYNDY_3
0x6B0	TRAINER_CYNDY_4
0x6B1	TRAINER_CYNDY_5
0x6B2	TRAINER_MADELINE_1
0x6B3	TRAINER_CLARISSA
0x6B4	TRAINER_ANGELICA
0x6B5	TRAINER_MADELINE_2
0x6B6	TRAINER_MADELINE_3
0x6B7	TRAINER_MADELINE_4
0x6B8	TRAINER_MADELINE_5
0x6B9	TRAINER_BEVERLY
0x6BA	TRAINER_IMANI
0x6BB	TRAINER_KYLA
0x6BC	TRAINER_DENISE
0x6BD	TRAINER_BETH
0x6BE	TRAINER_TARA
0x6BF	TRAINER_MISSY
0x6C0	TRAINER_ALICE
0x6C1	TRAINER_JENNY_1
0x6C2	TRAINER_GRACE
0x6C3	TRAINER_TANYA
0x6C4	TRAINER_SHARON
0x6C5	TRAINER_NIKKI
0x6C6	TRAINER_BRENDA
0x6C7	TRAINER_KATIE
0x6C8	TRAINER_SUSIE
0x6C9	TRAINER_KARA
0x6CA	TRAINER_DANA
0x6CB	TRAINER_SIENNA
0x6CC	TRAINER_DEBRA
0x6CD	TRAINER_LINDA
0x6CE	TRAINER_KAYLEE
0x6CF	TRAINER_LAUREL
0x6D0	TRAINER_CARLEE
0x6D1	TRAINER_JENNY_2
0x6D2	TRAINER_JENNY_3
0x6D3	TRAINER_JENNY_4
0x6D4	TRAINER_JENNY_5
0x6D5	TRAINER_HEIDI
0x6D6	TRAINER_BECKY
0x6D7	TRAINER_CAROL
0x6D8	TRAINER_NANCY
0x6D9	TRAINER_MARTHA
0x6DA	TRAINER_DIANA_1
0x6DB	TRAINER_CEDRIC
0x6DC	TRAINER_IRENE
0x6DD	TRAINER_DIANA_2
0x6DE	TRAINER_DIANA_3
0x6DF	TRAINER_DIANA_4
0x6E0	TRAINER_DIANA_5
0x6E1	TRAINER_AMY_AND_LIV_1
0x6E2	TRAINER_AMY_AND_LIV_2
0x6E3	TRAINER_GINA_AND_MIA_1
0x6E4	TRAINER_MIU_AND_YUKI
0x6E5	TRAINER_AMY_AND_LIV_3
0x6E6	TRAINER_GINA_AND_MIA_2
0x6E7	TRAINER_AMY_AND_LIV_4
0x6E8	TRAINER_AMY_AND_LIV_5
0x6E9	TRAINER_AMY_AND_LIV_6
0x6EA	TRAINER_HUEY
0x6EB	TRAINER_EDMOND
0x6EC	TRAINER_ERNEST_1
0x6ED	TRAINER_DWAYNE
0x6EE	TRAINER_PHILLIP
0x6EF	TRAINER_LEONARD
0x6F0	TRAINER_DUNCAN
0x6F1	TRAINER_ERNEST_2
0x6F2	TRAINER_ERNEST_3
0x6F3	TRAINER_ERNEST_4
0x6F4	TRAINER_ERNEST_5
0x6F5	TRAINER_ELI
0x6F6	TRAINER_ANNIKA
0x6F7	TRAINER_JAZMYN
0x6F8	TRAINER_JONAS
0x6F9	TRAINER_KAYLEY
0x6FA	TRAINER_AURON
0x6FB	TRAINER_KELVIN
0x6FC	TRAINER_MARLEY
0x6FD	TRAINER_REYNA
0x6FE	TRAINER_HUDSON
0x6FF	TRAINER_CONOR
0x700	TRAINER_EDWIN_1
0x701	TRAINER_HECTOR
0x702	TRAINER_TABITHA_MOSSDEEP
0x703	TRAINER_EDWIN_2
0x704	TRAINER_EDWIN_3
0x705	TRAINER_EDWIN_4
0x706	TRAINER_EDWIN_5
0x707	TRAINER_WALLY_VR_1
0x708	TRAINER_BRENDAN_ROUTE_103_MUDKIP
0x709	TRAINER_BRENDAN_ROUTE_110_MUDKIP
0x70A	TRAINER_BRENDAN_ROUTE_119_MUDKIP
0x70B	TRAINER_BRENDAN_ROUTE_103_TREECKO
0x70C	TRAINER_BRENDAN_ROUTE_110_TREECKO
0x70D	TRAINER_BRENDAN_ROUTE_119_TREECKO
0x70E	TRAINER_BRENDAN_ROUTE_103_TORCHIC
0x70F	TRAINER_BRENDAN_ROUTE_110_TORCHIC
0x710	TRAINER_BRENDAN_ROUTE_119_TORCHIC
0x711	TRAINER_MAY_ROUTE_103_MUDKIP
0x712	TRAINER_MAY_ROUTE_110_MUDKIP
0x713	TRAINER_MAY_ROUTE_119_MUDKIP
0x714	TRAINER_MAY_ROUTE_103_TREECKO
0x715	TRAINER_MAY_ROUTE_110_TREECKO
0x716	TRAINER_MAY_ROUTE_119_TREECKO
0x717	TRAINER_MAY_ROUTE_103_TORCHIC
0x718	TRAINER_MAY_ROUTE_110_TORCHIC
0x719	TRAINER_MAY_ROUTE_119_TORCHIC
0x71A	TRAINER_ISAAC_1
0x71B	TRAINER_DAVIS
0x71C	TRAINER_MITCHELL
0x71D	TRAINER_ISAAC_2
0x71E	TRAINER_ISAAC_3
0x71F	TRAINER_ISAAC_4
0x720	TRAINER_ISAAC_5
0x721	TRAINER_LYDIA_1
0x722	TRAINER_HALLE
0x723	TRAINER_GARRISON
0x724	TRAINER_LYDIA_2
0x725	TRAINER_LYDIA_3
0x726	TRAINER_LYDIA_4
0x727	TRAINER_LYDIA_5
0x728	TRAINER_JACKSON_1
0x729	TRAINER_LORENZO
0x72A	TRAINER_SEBASTIAN
0x72B	TRAINER_JACKSON_2
0x72C	TRAINER_JACKSON_3
0x72D	TRAINER_JACKSON_4
0x72E	TRAINER_JACKSON_5
0x72F	TRAINER_CATHERINE_1
0x730	TRAINER_JENNA
0x731	TRAINER_SOPHIA
0x732	TRAINER_CATHERINE_2
0x733	TRAINER_CATHERINE_3
0x734	TRAINER_CATHERINE_4
0x735	TRAINER_CATHERINE_5
0x736	TRAINER_JULIO
0x737	TRAINER_GRUNT_SEAFLOOR_CAVERN_5
0x738	TRAINER_GRUNT_UNUSED
0x739	TRAINER_GRUNT_MT_PYRE_4
0x73A	TRAINER_GRUNT_JAGGED_PASS
0x73B	TRAINER_MARC
0x73C	TRAINER_BRENDEN
0x73D	TRAINER_LILITH
0x73E	TRAINER_CRISTIAN
0x73F	TRAINER_SYLVIA
0x740	TRAINER_LEONARDO
0x741	TRAINER_ATHENA
0x742	TRAINER_HARRISON
0x743	TRAINER_GRUNT_MT_CHIMNEY_2
0x744	TRAINER_CLARENCE
0x745	TRAINER_TERRY
0x746	TRAINER_NATE
0x747	TRAINER_KATHLEEN
0x748	TRAINER_CLIFFORD
0x749	TRAINER_NICHOLAS
0x74A	TRAINER_GRUNT_SPACE_CENTER_3
0x74B	TRAINER_GRUNT_SPACE_CENTER_4
0x74C	TRAINER_GRUNT_SPACE_CENTER_5
0x74D	TRAINER_GRUNT_SPACE_CENTER_6
0x74E	TRAINER_GRUNT_SPACE_CENTER_7
0x74F	TRAINER_MACEY
0x750	TRAINER_BRENDAN_RUSTBORO_TREECKO
0x751	TRAINER_BRENDAN_RUSTBORO_MUDKIP
0x752	TRAINER_PAXTON
0x753	TRAINER_ISABELLA
0x754	TRAINER_GRUNT_WEATHER_INST_5
0x755	TRAINER_TABITHA_MT_CHIMNEY
0x756	TRAINER_JONATHAN
0x757	TRAINER_BRENDAN_RUSTBORO_TORCHIC
0x758	TRAINER_MAY_RUSTBORO_MUDKIP
0x759	TRAINER_MAXIE_MAGMA_HIDEOUT
0x75A	TRAINER_MAXIE_MT_CHIMNEY
0x75B	TRAINER_TIANA
0x75C	TRAINER_HALEY_1
0x75D	TRAINER_JANICE
0x75E	TRAINER_VIVI
0x75F	TRAINER_HALEY_2
0x760	TRAINER_HALEY_3
0x761	TRAINER_HALEY_4
0x762	TRAINER_HALEY_5
0x763	TRAINER_SALLY
0x764	TRAINER_ROBIN
0x765	TRAINER_ANDREA
0x766	TRAINER_CRISSY
0x767	TRAINER_RICK
0x768	TRAINER_LYLE
0x769	TRAINER_JOSE
0x76A	TRAINER_DOUG
0x76B	TRAINER_GREG
0x76C	TRAINER_KENT
0x76D	TRAINER_JAMES_1
0x76E	TRAINER_JAMES_2
0x76F	TRAINER_JAMES_3
0x770	TRAINER_JAMES_4
0x771	TRAINER_JAMES_5
0x772	TRAINER_BRICE
0x773	TRAINER_TRENT_1
0x774	TRAINER_LENNY
0x775	TRAINER_LUCAS_1
0x776	TRAINER_ALAN
0x777	TRAINER_CLARK
0x778	TRAINER_ERIC
0x779	TRAINER_LUCAS_2
0x77A	TRAINER_MIKE_1
0x77B	TRAINER_MIKE_2
0x77C	TRAINER_TRENT_2
0x77D	TRAINER_TRENT_3
0x77E	TRAINER_TRENT_4
0x77F	TRAINER_TRENT_5
0x780	TRAINER_DEZ_AND_LUKE
0x781	TRAINER_LEA_AND_JED
0x782	TRAINER_KIRA_AND_DAN_1
0x783	TRAINER_KIRA_AND_DAN_2
0x784	TRAINER_KIRA_AND_DAN_3
0x785	TRAINER_KIRA_AND_DAN_4
0x786	TRAINER_KIRA_AND_DAN_5
0x787	TRAINER_JOHANNA
0x788	TRAINER_GERALD
0x789	TRAINER_VIVIAN
0x78A	TRAINER_DANIELLE
0x78B	TRAINER_HIDEO
0x78C	TRAINER_KEIGO
0x78D	TRAINER_RILEY
0x78E	TRAINER_FLINT
0x78F	TRAINER_ASHLEY
0x790	TRAINER_WALLY_MAUVILLE
0x791	TRAINER_WALLY_VR_2
0x792	TRAINER_WALLY_VR_3
0x793	TRAINER_WALLY_VR_4
0x794	TRAINER_WALLY_VR_5
0x795	TRAINER_BRENDAN_LILYCOVE_MUDKIP
0x796	TRAINER_BRENDAN_LILYCOVE_TREECKO
0x797	TRAINER_BRENDAN_LILYCOVE_TORCHIC
0x798	TRAINER_MAY_LILYCOVE_MUDKIP
0x799	TRAINER_MAY_LILYCOVE_TREECKO
0x79A	TRAINER_MAY_LILYCOVE_TORCHIC
0x79B	TRAINER_JONAH
0x79C	TRAINER_HENRY
0x79D	TRAINER_ROGER
0x79E	TRAINER_ALEXA
0x79F	TRAINER_RUBEN
